OrderID,ShipmentID,ShipDate,DeliveryDays,DeliveryDate,ShippingMode,ShippingCost,DeliveryStatus
15050,SH14050,2023-03-12,7,2023-03-19,Air,361.38,Delayed
15051,SH14051,2023-03-23,3,2023-03-26,Sea,286.06,On Time
15052,SH14052,2023-07-11,2,2023-07-13,Road,380.75,On Time
15053,SH14053,2023-04-13,6,2023-04-19,Sea,185.48,Delayed
15054,SH14054,2023-10-13,7,2023-10-20,Road,339.49,Delayed
15055,SH14055,2023-08-11,3,2023-08-14,Sea,415.09,On Time
15056,SH14056,2023-02-23,6,2023-03-01,Air,156.78,Delayed
15057,SH14057,2023-06-11,5,2023-06-16,Road,98.1,On Time
15058,SH14058,2023-02-13,5,2023-02-18,Sea,366.16,On Time
15059,SH14059,2023-02-18,7,2023-02-25,Sea,334.47,Delayed
15060,SH14060,2023-06-10,6,2023-06-16,Sea,468.63,Delayed
15061,SH14061,2023-07-04,4,2023-07-08,Sea,231.62,On Time
15062,SH14062,2023-09-05,2,2023-09-07,Sea,275.3,On Time
15063,SH14063,2023-01-12,4,2023-01-16,Air,194.76,On Time
15064,SH14064,2023-06-04,3,2023-06-07,Air,143.82,On Time
15065,SH14065,2023-08-10,6,2023-08-16,Road,479.36,Delayed
15066,SH14066,2023-06-05,2,2023-06-07,Road,166.97,On Time
15067,SH14067,2023-12-06,6,2023-12-12,Air,439.64,Delayed
15068,SH14068,2024-01-02,5,2024-01-07,Sea,316.39,On Time
15069,SH14069,2023-10-11,7,2023-10-18,Sea,416.8,Delayed
15070,SH14070,2023-07-08,6,2023-07-14,Sea,307.07,Delayed
15071,SH14071,2023-03-05,2,2023-03-07,Air,282.18,On Time
15072,SH14072,2023-05-30,7,2023-06-06,Road,301.38,Delayed
15073,SH14073,2023-05-25,4,2023-05-29,Sea,173.28,On Time
15074,SH14074,2023-04-15,4,2023-04-19,Air,130.46,On Time
15075,SH14075,2023-10-28,4,2023-11-01,Sea,108.58,On Time
15076,SH14076,2023-04-04,3,2023-04-07,Sea,165.83,On Time
15077,SH14077,2023-10-14,7,2023-10-21,Sea,223.2,Delayed
15078,SH14078,2023-04-30,7,2023-05-07,Road,268.81,Delayed
15079,SH14079,2023-01-31,6,2023-02-06,Air,78.78,Delayed
15080,SH14080,2023-02-01,7,2023-02-08,Air,378.96,Delayed
15081,SH14081,2023-12-28,5,2024-01-02,Sea,275.81,On Time
15082,SH14082,2023-10-17,2,2023-10-19,Road,266.84,On Time
15083,SH14083,2023-05-19,4,2023-05-23,Sea,170.2,On Time
15084,SH14084,2023-02-21,5,2023-02-26,Road,250.38,On Time
15085,SH14085,2023-10-20,6,2023-10-26,Sea,433.93,Delayed
15086,SH14086,2023-08-24,3,2023-08-27,Sea,109.8,On Time
15087,SH14087,2023-02-25,7,2023-03-04,Sea,122.92,Delayed
15088,SH14088,2023-10-21,7,2023-10-28,Road,96.15,Delayed
15089,SH14089,2023-08-30,7,2023-09-06,Road,50.12,Delayed
15090,SH14090,2023-11-09,4,2023-11-13,Sea,359.13,On Time
15091,SH14091,2023-02-06,3,2023-02-09,Road,262.37,On Time
15092,SH14092,2023-03-31,5,2023-04-05,Road,447.76,On Time
15093,SH14093,2023-08-01,6,2023-08-07,Air,199.77,Delayed
15094,SH14094,2023-11-16,5,2023-11-21,Sea,393.75,On Time
15095,SH14095,2024-01-02,6,2024-01-08,Air,351.31,Delayed
15096,SH14096,2023-09-03,6,2023-09-09,Air,268.17,Delayed
15097,SH14097,2023-03-29,7,2023-04-05,Sea,237.98,Delayed
15098,SH14098,2023-08-29,3,2023-09-01,Road,291.39,On Time
15099,SH14099,2023-11-17,7,2023-11-24,Road,184.61,Delayed
15100,SH14100,2023-07-08,4,2023-07-12,Air,327.16,On Time
15101,SH14101,2023-02-27,4,2023-03-03,Sea,329.48,On Time
15102,SH14102,2023-04-25,2,2023-04-27,Sea,70.66,On Time
15103,SH14103,2023-08-13,4,2023-08-17,Road,383.48,On Time
15104,SH14104,2023-03-12,7,2023-03-19,Sea,425.8,Delayed
15105,SH14105,2023-08-16,5,2023-08-21,Air,452.89,On Time
15106,SH14106,2023-09-14,2,2023-09-16,Sea,426.22,On Time
15107,SH14107,2023-07-01,2,2023-07-03,Air,331.41,On Time
15108,SH14108,2023-07-04,7,2023-07-11,Road,97.26,Delayed
15109,SH14109,2023-07-12,2,2023-07-14,Air,346.33,On Time
15110,SH14110,2023-08-22,4,2023-08-26,Sea,131.53,On Time
15111,SH14111,2023-10-04,4,2023-10-08,Air,251.7,On Time
15112,SH14112,2023-08-23,6,2023-08-29,Sea,367.17,Delayed
15113,SH14113,2023-02-24,3,2023-02-27,Sea,258.37,On Time
15114,SH14114,2023-09-15,5,2023-09-20,Air,365.69,On Time
15115,SH14115,2023-04-01,7,2023-04-08,Sea,395.6,Delayed
15116,SH14116,2023-08-15,4,2023-08-19,Sea,488.02,On Time
15117,SH14117,2023-09-05,5,2023-09-10,Sea,207.85,On Time
15118,SH14118,2023-06-01,5,2023-06-06,Air,491.08,On Time
15119,SH14119,2023-04-24,7,2023-05-01,Sea,126.32,Delayed
15120,SH14120,2023-09-28,3,2023-10-01,Road,292.02,On Time
15121,SH14121,2023-06-07,3,2023-06-10,Road,108.52,On Time
15122,SH14122,2023-12-14,2,2023-12-16,Air,490.75,On Time
15123,SH14123,2023-12-18,7,2023-12-25,Sea,386.6,Delayed
15124,SH14124,2023-10-27,4,2023-10-31,Road,79.05,On Time
15125,SH14125,2023-06-10,5,2023-06-15,Sea,161.78,On Time
15126,SH14126,2023-11-27,2,2023-11-29,Air,343.65,On Time
15127,SH14127,2023-08-15,2,2023-08-17,Road,380.11,On Time
15128,SH14128,2023-01-16,6,2023-01-22,Road,243.35,Delayed
15129,SH14129,2023-12-22,4,2023-12-26,Road,454.32,On Time
15130,SH14130,2023-04-21,2,2023-04-23,Road,429.05,On Time
15131,SH14131,2023-04-08,7,2023-04-15,Road,391.54,Delayed
15132,SH14132,2023-07-15,3,2023-07-18,Air,453.51,On Time
15133,SH14133,2023-03-01,4,2023-03-05,Sea,100.84,On Time
15134,SH14134,2023-12-19,4,2023-12-23,Sea,255.71,On Time
15135,SH14135,2023-10-23,6,2023-10-29,Air,179.15,Delayed
15136,SH14136,2023-06-04,4,2023-06-08,Sea,311.22,On Time
15137,SH14137,2023-03-06,6,2023-03-12,Air,463.1,Delayed
15138,SH14138,2023-06-09,5,2023-06-14,Air,191.98,On Time
15139,SH14139,2023-09-24,2,2023-09-26,Air,492.23,On Time
15140,SH14140,2023-05-03,7,2023-05-10,Road,203.85,Delayed
15141,SH14141,2023-10-16,4,2023-10-20,Air,164.17,On Time
15142,SH14142,2023-01-12,2,2023-01-14,Road,304.64,On Time
15143,SH14143,2023-08-03,7,2023-08-10,Road,300.12,Delayed
15144,SH14144,2023-06-12,7,2023-06-19,Air,126.48,Delayed
15145,SH14145,2023-04-16,5,2023-04-21,Air,135.73,On Time
15146,SH14146,2023-05-29,4,2023-06-02,Sea,131.29,On Time
15147,SH14147,2023-07-03,3,2023-07-06,Sea,56.23,On Time
15148,SH14148,2023-12-06,6,2023-12-12,Sea,189.74,Delayed
15149,SH14149,2023-02-08,7,2023-02-15,Air,74.03,Delayed
15150,SH14150,2023-03-24,5,2023-03-29,Sea,489.44,On Time
15151,SH14151,2023-01-14,7,2023-01-21,Air,449.0,Delayed
15152,SH14152,2023-01-05,7,2023-01-12,Air,440.98,Delayed
15153,SH14153,2023-02-13,3,2023-02-16,Road,491.34,On Time
15154,SH14154,2023-02-22,3,2023-02-25,Road,85.6,On Time
15155,SH14155,2023-09-20,5,2023-09-25,Air,188.23,On Time
15156,SH14156,2023-05-15,5,2023-05-20,Air,495.17,On Time
15157,SH14157,2023-03-30,7,2023-04-06,Sea,247.21,Delayed
15158,SH14158,2023-12-29,6,2024-01-04,Road,270.53,Delayed
15159,SH14159,2023-02-27,7,2023-03-06,Sea,134.34,Delayed
15160,SH14160,2023-08-06,6,2023-08-12,Air,362.61,Delayed
15161,SH14161,2023-03-10,5,2023-03-15,Air,215.23,On Time
15162,SH14162,2023-12-19,4,2023-12-23,Road,276.22,On Time
15163,SH14163,2023-02-14,3,2023-02-17,Air,90.01,On Time
15164,SH14164,2023-05-25,2,2023-05-27,Air,94.9,On Time
15165,SH14165,2023-12-13,2,2023-12-15,Sea,466.96,On Time
15166,SH14166,2023-02-13,6,2023-02-19,Sea,313.53,Delayed
15167,SH14167,2023-05-21,2,2023-05-23,Road,329.96,On Time
15168,SH14168,2023-03-16,4,2023-03-20,Air,248.67,On Time
15169,SH14169,2023-09-26,5,2023-10-01,Sea,358.44,On Time
15170,SH14170,2023-07-14,4,2023-07-18,Sea,352.52,On Time
15171,SH14171,2023-06-06,4,2023-06-10,Air,79.86,On Time
15172,SH14172,2023-09-05,2,2023-09-07,Road,364.24,On Time
15173,SH14173,2023-11-12,2,2023-11-14,Sea,410.56,On Time
15174,SH14174,2023-08-07,7,2023-08-14,Road,276.92,Delayed
15175,SH14175,2023-09-11,7,2023-09-18,Air,167.52,Delayed
15176,SH14176,2023-10-06,6,2023-10-12,Road,116.85,Delayed
15177,SH14177,2023-10-06,4,2023-10-10,Air,417.79,On Time
15178,SH14178,2023-03-14,5,2023-03-19,Road,346.75,On Time
15179,SH14179,2023-05-11,5,2023-05-16,Air,52.11,On Time
15180,SH14180,2023-12-25,6,2023-12-31,Sea,70.92,Delayed
15181,SH14181,2023-07-06,2,2023-07-08,Sea,61.61,On Time
15182,SH14182,2023-01-15,3,2023-01-18,Road,204.2,On Time
15183,SH14183,2023-11-26,4,2023-11-30,Air,397.43,On Time
15184,SH14184,2023-08-10,2,2023-08-12,Air,418.11,On Time
15185,SH14185,2023-01-08,5,2023-01-13,Road,261.79,On Time
15186,SH14186,2023-08-29,2,2023-08-31,Air,311.26,On Time
15187,SH14187,2023-04-23,7,2023-04-30,Road,414.96,Delayed
15188,SH14188,2023-08-17,3,2023-08-20,Road,486.82,On Time
15189,SH14189,2023-01-19,2,2023-01-21,Road,187.23,On Time
15190,SH14190,2023-03-15,7,2023-03-22,Road,67.9,Delayed
15191,SH14191,2023-01-14,6,2023-01-20,Sea,217.54,Delayed
15192,SH14192,2023-03-28,4,2023-04-01,Road,196.27,On Time
15193,SH14193,2023-06-30,3,2023-07-03,Road,298.24,On Time
15194,SH14194,2023-05-03,2,2023-05-05,Air,277.51,On Time
15195,SH14195,2023-07-25,2,2023-07-27,Road,366.14,On Time
15196,SH14196,2023-03-12,5,2023-03-17,Road,468.53,On Time
15197,SH14197,2023-04-19,4,2023-04-23,Road,458.17,On Time
15198,SH14198,2023-07-22,3,2023-07-25,Road,72.53,On Time
15199,SH14199,2023-02-23,7,2023-03-02,Air,136.75,Delayed
15200,SH14200,2023-02-08,7,2023-02-15,Sea,198.14,Delayed
15201,SH14201,2023-04-28,2,2023-04-30,Road,211.35,On Time
15202,SH14202,2023-09-17,3,2023-09-20,Air,53.39,On Time
15203,SH14203,2023-09-22,2,2023-09-24,Road,430.04,On Time
15204,SH14204,2023-10-31,6,2023-11-06,Road,230.64,Delayed
15205,SH14205,2023-03-07,2,2023-03-09,Sea,429.37,On Time
15206,SH14206,2023-02-12,5,2023-02-17,Road,258.61,On Time
15207,SH14207,2023-02-14,4,2023-02-18,Air,333.65,On Time
15208,SH14208,2023-05-07,3,2023-05-10,Road,352.05,On Time
15209,SH14209,2023-09-28,2,2023-09-30,Sea,289.29,On Time
15210,SH14210,2023-12-14,2,2023-12-16,Air,478.52,On Time
15211,SH14211,2023-08-23,7,2023-08-30,Sea,184.8,Delayed
15212,SH14212,2023-05-14,2,2023-05-16,Road,338.87,On Time
15213,SH14213,2023-01-04,7,2023-01-11,Road,421.84,Delayed
15214,SH14214,2023-04-27,6,2023-05-03,Sea,255.0,Delayed
15215,SH14215,2023-01-02,2,2023-01-04,Road,96.18,On Time
15216,SH14216,2023-11-29,7,2023-12-06,Air,324.34,Delayed
15217,SH14217,2023-03-08,3,2023-03-11,Air,69.42,On Time
15218,SH14218,2023-05-07,7,2023-05-14,Road,374.71,Delayed
15219,SH14219,2023-09-14,6,2023-09-20,Sea,252.8,Delayed
15220,SH14220,2023-11-20,3,2023-11-23,Sea,227.96,On Time
15221,SH14221,2023-05-25,5,2023-05-30,Air,475.61,On Time
15222,SH14222,2023-11-26,6,2023-12-02,Road,90.34,Delayed
15223,SH14223,2023-09-04,6,2023-09-10,Air,150.12,Delayed
15224,SH14224,2023-04-28,4,2023-05-02,Air,357.79,On Time
15225,SH14225,2023-10-31,2,2023-11-02,Road,355.27,On Time
15226,SH14226,2023-04-01,2,2023-04-03,Sea,164.86,On Time
15227,SH14227,2023-10-25,4,2023-10-29,Sea,241.88,On Time
15228,SH14228,2023-02-12,3,2023-02-15,Air,75.02,On Time
15229,SH14229,2023-02-06,2,2023-02-08,Air,488.03,On Time
15230,SH14230,2023-02-12,5,2023-02-17,Road,479.09,On Time
15231,SH14231,2023-12-09,2,2023-12-11,Road,127.63,On Time
15232,SH14232,2023-05-06,4,2023-05-10,Air,158.26,On Time
15233,SH14233,2023-02-27,5,2023-03-04,Sea,126.8,On Time
15234,SH14234,2023-10-22,4,2023-10-26,Road,347.31,On Time
15235,SH14235,2023-08-24,6,2023-08-30,Road,173.55,Delayed
15236,SH14236,2023-04-08,6,2023-04-14,Sea,211.69,Delayed
15237,SH14237,2023-11-17,2,2023-11-19,Road,129.71,On Time
15238,SH14238,2023-12-11,5,2023-12-16,Sea,209.7,On Time
15239,SH14239,2023-05-13,3,2023-05-16,Sea,423.96,On Time
15240,SH14240,2023-06-26,5,2023-07-01,Air,126.05,On Time
15241,SH14241,2023-02-23,7,2023-03-02,Sea,186.15,Delayed
15242,SH14242,2023-02-08,2,2023-02-10,Road,440.27,On Time
15243,SH14243,2023-12-11,4,2023-12-15,Sea,244.02,On Time
15244,SH14244,2023-01-06,7,2023-01-13,Sea,115.9,Delayed
15245,SH14245,2023-08-02,2,2023-08-04,Air,86.54,On Time
15246,SH14246,2023-05-02,3,2023-05-05,Sea,115.41,On Time
15247,SH14247,2023-11-24,5,2023-11-29,Road,66.51,On Time
15248,SH14248,2023-07-30,2,2023-08-01,Road,372.83,On Time
15249,SH14249,2023-08-07,7,2023-08-14,Sea,242.47,Delayed
15250,SH14250,2023-01-26,3,2023-01-29,Road,430.63,On Time
15251,SH14251,2023-12-09,7,2023-12-16,Air,279.56,Delayed
15252,SH14252,2023-07-25,6,2023-07-31,Road,248.23,Delayed
15253,SH14253,2023-08-16,3,2023-08-19,Air,192.29,On Time
15254,SH14254,2023-08-08,4,2023-08-12,Road,333.7,On Time
15255,SH14255,2023-07-31,7,2023-08-07,Air,320.54,Delayed
15256,SH14256,2023-01-28,3,2023-01-31,Sea,385.87,On Time
15257,SH14257,2023-09-11,7,2023-09-18,Air,441.1,Delayed
15258,SH14258,2023-01-04,7,2023-01-11,Sea,112.45,Delayed
15259,SH14259,2023-01-03,4,2023-01-07,Sea,473.44,On Time
15260,SH14260,2023-04-03,2,2023-04-05,Sea,103.86,On Time
15261,SH14261,2023-01-03,4,2023-01-07,Road,323.89,On Time
15262,SH14262,2023-05-31,2,2023-06-02,Sea,420.7,On Time
15263,SH14263,2023-03-13,3,2023-03-16,Air,480.48,On Time
15264,SH14264,2023-01-06,2,2023-01-08,Road,277.17,On Time
15265,SH14265,2023-02-09,6,2023-02-15,Road,281.35,Delayed
15266,SH14266,2023-12-26,3,2023-12-29,Air,339.8,On Time
15267,SH14267,2023-03-12,6,2023-03-18,Air,431.66,Delayed
15268,SH14268,2023-07-21,2,2023-07-23,Sea,366.23,On Time
15269,SH14269,2023-11-05,4,2023-11-09,Air,348.21,On Time
15270,SH14270,2023-09-10,4,2023-09-14,Sea,470.08,On Time
15271,SH14271,2023-10-16,3,2023-10-19,Road,434.95,On Time
15272,SH14272,2023-10-20,6,2023-10-26,Air,252.63,Delayed
15273,SH14273,2023-06-04,2,2023-06-06,Sea,461.78,On Time
15274,SH14274,2023-05-15,4,2023-05-19,Sea,251.95,On Time
15275,SH14275,2023-03-17,7,2023-03-24,Sea,77.46,Delayed
15276,SH14276,2023-10-03,7,2023-10-10,Road,453.58,Delayed
15277,SH14277,2023-09-29,7,2023-10-06,Road,289.74,Delayed
15278,SH14278,2023-07-06,6,2023-07-12,Sea,163.75,Delayed
15279,SH14279,2023-12-20,3,2023-12-23,Sea,424.71,On Time
15280,SH14280,2023-01-07,4,2023-01-11,Air,85.66,On Time
15281,SH14281,2023-10-21,5,2023-10-26,Air,265.35,On Time
15282,SH14282,2023-12-27,3,2023-12-30,Road,255.99,On Time
15283,SH14283,2023-03-29,3,2023-04-01,Air,85.85,On Time
15284,SH14284,2023-08-03,3,2023-08-06,Road,202.15,On Time
15285,SH14285,2023-01-17,7,2023-01-24,Road,363.62,Delayed
15286,SH14286,2023-10-02,3,2023-10-05,Sea,409.44,On Time
15287,SH14287,2023-02-21,6,2023-02-27,Air,461.14,Delayed
15288,SH14288,2023-09-12,6,2023-09-18,Air,346.15,Delayed
15289,SH14289,2023-02-15,2,2023-02-17,Road,70.16,On Time
15290,SH14290,2023-07-11,7,2023-07-18,Sea,184.68,Delayed
15291,SH14291,2023-05-04,2,2023-05-06,Sea,351.1,On Time
15292,SH14292,2023-07-07,2,2023-07-09,Road,322.6,On Time
15293,SH14293,2023-08-04,3,2023-08-07,Sea,464.65,On Time
15294,SH14294,2023-05-30,2,2023-06-01,Air,202.36,On Time
15295,SH14295,2023-06-20,3,2023-06-23,Sea,97.42,On Time
15296,SH14296,2023-07-30,6,2023-08-05,Sea,449.95,Delayed
15297,SH14297,2023-03-25,2,2023-03-27,Air,412.85,On Time
15298,SH14298,2023-07-17,5,2023-07-22,Air,367.02,On Time
15299,SH14299,2023-09-05,5,2023-09-10,Sea,200.37,On Time
15300,SH14300,2023-12-13,3,2023-12-16,Sea,346.38,On Time
15301,SH14301,2023-12-24,3,2023-12-27,Road,401.38,On Time
15302,SH14302,2023-02-10,5,2023-02-15,Air,314.41,On Time
15303,SH14303,2023-06-18,6,2023-06-24,Road,52.2,Delayed
15304,SH14304,2023-02-14,3,2023-02-17,Road,340.75,On Time
15305,SH14305,2023-11-26,6,2023-12-02,Sea,485.34,Delayed
15306,SH14306,2023-08-01,7,2023-08-08,Road,423.27,Delayed
15307,SH14307,2023-06-29,2,2023-07-01,Air,78.18,On Time
15308,SH14308,2023-01-24,4,2023-01-28,Road,183.37,On Time
15309,SH14309,2023-04-07,7,2023-04-14,Air,132.37,Delayed
15310,SH14310,2023-06-11,6,2023-06-17,Air,127.37,Delayed
15311,SH14311,2023-09-03,3,2023-09-06,Air,319.19,On Time
15312,SH14312,2023-01-19,6,2023-01-25,Road,65.75,Delayed
15313,SH14313,2023-04-24,6,2023-04-30,Air,220.79,Delayed
15314,SH14314,2023-04-15,5,2023-04-20,Road,468.51,On Time
15315,SH14315,2023-11-12,7,2023-11-19,Road,289.47,Delayed
15316,SH14316,2023-03-28,2,2023-03-30,Road,481.91,On Time
15317,SH14317,2023-02-05,5,2023-02-10,Air,259.0,On Time
15318,SH14318,2023-01-31,5,2023-02-05,Sea,355.76,On Time
15319,SH14319,2023-07-13,7,2023-07-20,Air,222.29,Delayed
15320,SH14320,2023-06-30,2,2023-07-02,Road,432.72,On Time
15321,SH14321,2023-04-15,2,2023-04-17,Sea,80.96,On Time
15322,SH14322,2023-06-15,2,2023-06-17,Sea,252.6,On Time
15323,SH14323,2023-05-04,6,2023-05-10,Road,52.48,Delayed
15324,SH14324,2023-05-15,2,2023-05-17,Sea,342.13,On Time
15325,SH14325,2023-10-19,6,2023-10-25,Sea,130.2,Delayed
15326,SH14326,2023-11-10,6,2023-11-16,Sea,180.87,Delayed
15327,SH14327,2023-08-14,5,2023-08-19,Air,152.39,On Time
15328,SH14328,2023-01-27,6,2023-02-02,Air,174.98,Delayed
15329,SH14329,2023-01-14,5,2023-01-19,Air,318.67,On Time
15330,SH14330,2023-11-17,4,2023-11-21,Sea,445.05,On Time
15331,SH14331,2023-08-19,5,2023-08-24,Road,84.36,On Time
15332,SH14332,2023-04-13,3,2023-04-16,Sea,318.05,On Time
15333,SH14333,2023-07-23,4,2023-07-27,Air,434.11,On Time
15334,SH14334,2023-09-26,7,2023-10-03,Sea,427.57,Delayed
15335,SH14335,2024-01-02,2,2024-01-04,Air,127.74,On Time
15336,SH14336,2023-08-12,5,2023-08-17,Sea,234.36,On Time
15337,SH14337,2023-04-16,2,2023-04-18,Sea,324.28,On Time
15338,SH14338,2023-04-23,7,2023-04-30,Road,147.4,Delayed
15339,SH14339,2023-03-11,6,2023-03-17,Sea,248.86,Delayed
15340,SH14340,2023-12-26,2,2023-12-28,Air,394.68,On Time
15341,SH14341,2023-09-16,6,2023-09-22,Air,436.84,Delayed
15342,SH14342,2023-06-18,6,2023-06-24,Sea,495.27,Delayed
15343,SH14343,2023-10-22,3,2023-10-25,Air,113.95,On Time
15344,SH14344,2023-02-19,6,2023-02-25,Road,59.1,Delayed
15345,SH14345,2023-09-08,5,2023-09-13,Air,106.11,On Time
15346,SH14346,2023-11-29,4,2023-12-03,Air,143.15,On Time
15347,SH14347,2023-03-18,4,2023-03-22,Road,445.23,On Time
15348,SH14348,2023-07-21,7,2023-07-28,Road,106.4,Delayed
15349,SH14349,2023-02-04,7,2023-02-11,Air,129.44,Delayed
15350,SH14350,2023-11-12,7,2023-11-19,Air,361.05,Delayed
15351,SH14351,2023-04-22,6,2023-04-28,Sea,300.0,Delayed
15352,SH14352,2023-12-20,2,2023-12-22,Sea,446.24,On Time
15353,SH14353,2023-11-13,2,2023-11-15,Air,406.26,On Time
15354,SH14354,2023-08-27,6,2023-09-02,Road,422.7,Delayed
15355,SH14355,2023-02-03,7,2023-02-10,Sea,209.77,Delayed
15356,SH14356,2023-07-29,5,2023-08-03,Air,432.0,On Time
15357,SH14357,2023-05-13,6,2023-05-19,Sea,146.92,Delayed
15358,SH14358,2023-04-18,3,2023-04-21,Sea,207.42,On Time
15359,SH14359,2023-02-04,2,2023-02-06,Sea,357.65,On Time
15360,SH14360,2023-02-13,3,2023-02-16,Road,127.44,On Time
15361,SH14361,2023-04-19,3,2023-04-22,Sea,299.88,On Time
15362,SH14362,2023-09-24,5,2023-09-29,Road,170.95,On Time
15363,SH14363,2023-08-16,3,2023-08-19,Sea,449.64,On Time
15364,SH14364,2023-06-30,5,2023-07-05,Sea,216.52,On Time
15365,SH14365,2023-08-11,6,2023-08-17,Sea,257.39,Delayed
15366,SH14366,2023-05-07,6,2023-05-13,Sea,92.72,Delayed
15367,SH14367,2023-10-05,5,2023-10-10,Road,306.36,On Time
15368,SH14368,2023-06-17,7,2023-06-24,Air,440.45,Delayed
15369,SH14369,2023-06-02,7,2023-06-09,Sea,91.18,Delayed
15370,SH14370,2023-02-11,3,2023-02-14,Air,446.16,On Time
15371,SH14371,2023-10-28,4,2023-11-01,Sea,440.33,On Time
15372,SH14372,2023-02-06,4,2023-02-10,Air,210.24,On Time
15373,SH14373,2023-11-12,5,2023-11-17,Air,291.45,On Time
15374,SH14374,2023-11-02,2,2023-11-04,Sea,217.4,On Time
15375,SH14375,2023-08-21,4,2023-08-25,Road,292.61,On Time
15376,SH14376,2023-08-05,2,2023-08-07,Air,182.17,On Time
15377,SH14377,2023-11-11,3,2023-11-14,Road,297.09,On Time
15378,SH14378,2023-04-13,4,2023-04-17,Air,460.08,On Time
15379,SH14379,2023-02-28,7,2023-03-07,Sea,330.74,Delayed
15380,SH14380,2023-08-05,3,2023-08-08,Road,59.56,On Time
15381,SH14381,2023-06-07,7,2023-06-14,Road,211.49,Delayed
15382,SH14382,2023-03-06,7,2023-03-13,Sea,343.35,Delayed
15383,SH14383,2023-03-04,2,2023-03-06,Road,203.09,On Time
15384,SH14384,2023-12-07,6,2023-12-13,Road,266.51,Delayed
15385,SH14385,2023-03-04,2,2023-03-06,Air,80.29,On Time
15386,SH14386,2023-04-06,2,2023-04-08,Sea,316.2,On Time
15387,SH14387,2023-12-09,2,2023-12-11,Sea,101.29,On Time
15388,SH14388,2023-01-28,4,2023-02-01,Road,156.31,On Time
15389,SH14389,2023-05-02,3,2023-05-05,Road,300.62,On Time
15390,SH14390,2023-02-20,7,2023-02-27,Road,408.01,Delayed
15391,SH14391,2023-09-11,7,2023-09-18,Air,172.61,Delayed
15392,SH14392,2023-02-07,7,2023-02-14,Road,155.42,Delayed
15393,SH14393,2023-10-18,3,2023-10-21,Road,166.6,On Time
15394,SH14394,2023-04-11,2,2023-04-13,Road,106.49,On Time
15395,SH14395,2023-11-22,6,2023-11-28,Road,77.12,Delayed
15396,SH14396,2023-11-27,3,2023-11-30,Road,246.27,On Time
15397,SH14397,2023-05-17,7,2023-05-24,Air,128.4,Delayed
15398,SH14398,2023-07-15,3,2023-07-18,Sea,287.77,On Time
15399,SH14399,2023-08-11,3,2023-08-14,Air,88.18,On Time
15400,SH14400,2023-10-07,2,2023-10-09,Air,463.76,On Time
15401,SH14401,2023-11-24,5,2023-11-29,Air,60.4,On Time
15402,SH14402,2023-02-25,5,2023-03-02,Air,240.7,On Time
15403,SH14403,2023-04-22,7,2023-04-29,Air,424.94,Delayed
15404,SH14404,2023-05-30,5,2023-06-04,Road,321.63,On Time
15405,SH14405,2023-09-23,6,2023-09-29,Air,324.51,Delayed
15406,SH14406,2023-06-12,2,2023-06-14,Sea,198.48,On Time
15407,SH14407,2023-07-07,6,2023-07-13,Road,367.08,Delayed
15408,SH14408,2023-05-10,5,2023-05-15,Sea,102.64,On Time
15409,SH14409,2023-04-19,6,2023-04-25,Air,335.3,Delayed
15410,SH14410,2023-03-11,4,2023-03-15,Road,164.59,On Time
15411,SH14411,2023-03-09,2,2023-03-11,Sea,102.87,On Time
15412,SH14412,2023-05-25,2,2023-05-27,Air,340.11,On Time
15413,SH14413,2023-02-24,4,2023-02-28,Sea,390.99,On Time
15414,SH14414,2023-05-10,4,2023-05-14,Air,75.08,On Time
15415,SH14415,2023-11-19,6,2023-11-25,Road,466.52,Delayed
15416,SH14416,2023-07-28,7,2023-08-04,Sea,460.41,Delayed
15417,SH14417,2023-11-18,7,2023-11-25,Sea,184.49,Delayed
15418,SH14418,2023-08-05,6,2023-08-11,Road,55.76,Delayed
15419,SH14419,2023-03-11,7,2023-03-18,Air,160.95,Delayed
15420,SH14420,2023-03-05,7,2023-03-12,Air,414.35,Delayed
15421,SH14421,2023-07-31,7,2023-08-07,Sea,183.08,Delayed
15422,SH14422,2023-12-05,5,2023-12-10,Air,162.14,On Time
15423,SH14423,2023-11-25,5,2023-11-30,Road,176.96,On Time
15424,SH14424,2023-02-23,3,2023-02-26,Sea,53.16,On Time
15425,SH14425,2023-04-28,4,2023-05-02,Air,228.84,On Time
15426,SH14426,2023-03-07,3,2023-03-10,Road,150.58,On Time
15427,SH14427,2023-05-12,4,2023-05-16,Road,274.65,On Time
15428,SH14428,2023-06-27,5,2023-07-02,Sea,169.25,On Time
15429,SH14429,2023-10-07,2,2023-10-09,Sea,190.89,On Time
15430,SH14430,2023-06-14,2,2023-06-16,Road,379.71,On Time
15431,SH14431,2023-11-30,4,2023-12-04,Road,445.28,On Time
15432,SH14432,2023-06-02,6,2023-06-08,Air,373.07,Delayed
15433,SH14433,2023-12-17,6,2023-12-23,Sea,280.53,Delayed
15434,SH14434,2023-08-26,4,2023-08-30,Sea,59.0,On Time
15435,SH14435,2023-06-08,3,2023-06-11,Sea,347.97,On Time
15436,SH14436,2023-11-25,6,2023-12-01,Road,494.86,Delayed
15437,SH14437,2023-04-17,5,2023-04-22,Air,178.86,On Time
15438,SH14438,2023-11-04,2,2023-11-06,Sea,387.51,On Time
15439,SH14439,2023-09-13,2,2023-09-15,Road,92.88,On Time
